REF_DATE,AIRPORTS,WEIGHT_IN_KG,VALUE,YEAR,GEO
2022-01-01,"Kamloops, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-01-01,"Kelowna, British Columbia","2,000 kilograms and under",722,2022,British Columbia
2022-01-01,"Kelowna, British Columbia","2,001 to 4,000 kilograms",132,2022,British Columbia
2022-01-01,"Kelowna, British Columbia","4,001 to 5,670 kilograms",344,2022,British Columbia
2022-01-01,"Kelowna, British Columbia","5,671 to 9,000 kilograms",692,2022,British Columbia
2022-01-01,"Kelowna, British Columbia","9,001 to 18,000 kilograms",192,2022,British Columbia
2022-01-01,"Kelowna, British Columbia","18,001 to 35,000 kilograms",1323,2022,British Columbia
2022-01-01,"Kelowna, British Columbia","35,001 to 70,000 kilograms",305,2022,British Columbia
2022-01-01,"Kelowna, British Columbia","70,001 to 90,000 kilograms",106,2022,British Columbia
2022-01-01,"Kelowna, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-01-01,"Kelowna, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-01-01,"Kenora, Ontario","2,000 kilograms and under",14,2022,Ontario
2022-01-01,"Kenora, Ontario","2,001 to 4,000 kilograms",24,2022,Ontario
2022-01-01,"Kenora, Ontario","4,001 to 5,670 kilograms",247,2022,Ontario
2022-01-01,"Kenora, Ontario","5,671 to 9,000 kilograms",105,2022,Ontario
2022-01-01,"Kenora, Ontario","9,001 to 18,000 kilograms",NA,2022,Ontario
2022-01-01,"Kenora, Ontario","18,001 to 35,000 kilograms",NA,2022,Ontario
2022-01-01,"Kenora, Ontario","35,001 to 70,000 kilograms",NA,2022,Ontario
2022-01-01,"Kenora, Ontario","70,001 to 90,000 kilograms",10,2022,Ontario
2022-01-01,"Kenora, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-01-01,"Kenora, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-01-01,"Kingston, Ontario","2,000 kilograms and under",348,2022,Ontario
2022-01-01,"Kingston, Ontario","2,001 to 4,000 kilograms",16,2022,Ontario
2022-01-01,"Kingston, Ontario","4,001 to 5,670 kilograms",51,2022,Ontario
2022-01-01,"Kingston, Ontario","5,671 to 9,000 kilograms",66,2022,Ontario
2022-01-01,"Kingston, Ontario","9,001 to 18,000 kilograms",84,2022,Ontario
2022-01-01,"Kingston, Ontario","18,001 to 35,000 kilograms",15,2022,Ontario
2022-01-01,"Kingston, Ontario","35,001 to 70,000 kilograms",NA,2022,Ontario
2022-01-01,"Kingston, Ontario","70,001 to 90,000 kilograms",NA,2022,Ontario
2022-01-01,"Kingston, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-01-01,"Kingston, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-01-01,"Kitchener/Waterloo, Ontario","2,000 kilograms and under",3634,2022,Ontario
2022-01-01,"Kitchener/Waterloo, Ontario","2,001 to 4,000 kilograms",60,2022,Ontario
2022-01-01,"Kitchener/Waterloo, Ontario","4,001 to 5,670 kilograms",159,2022,Ontario
2022-01-01,"Kitchener/Waterloo, Ontario","5,671 to 9,000 kilograms",46,2022,Ontario
2022-01-01,"Kitchener/Waterloo, Ontario","9,001 to 18,000 kilograms",76,2022,Ontario
2022-01-01,"Kitchener/Waterloo, Ontario","18,001 to 35,000 kilograms",26,2022,Ontario
2022-01-01,"Kitchener/Waterloo, Ontario","35,001 to 70,000 kilograms",103,2022,Ontario
2022-01-01,"Kitchener/Waterloo, Ontario","70,001 to 90,000 kilograms",58,2022,Ontario
2022-01-01,"Kitchener/Waterloo, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-01-01,"Kitchener/Waterloo, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-01-01,"Kuujjuaq, Quebec","2,000 kilograms and under",7,2022,Quebec
2022-01-01,"Kuujjuaq, Quebec","2,001 to 4,000 kilograms",NA,2022,Quebec
2022-01-01,"Kuujjuaq, Quebec","4,001 to 5,670 kilograms",357,2022,Quebec
2022-01-01,"Kuujjuaq, Quebec","5,671 to 9,000 kilograms",182,2022,Quebec
2022-01-01,"Kuujjuaq, Quebec","9,001 to 18,000 kilograms",46,2022,Quebec
2022-01-01,"Kuujjuaq, Quebec","18,001 to 35,000 kilograms",107,2022,Quebec
2022-01-01,"Kuujjuaq, Quebec","35,001 to 70,000 kilograms",94,2022,Quebec
2022-01-01,"Kuujjuaq, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-01-01,"Kuujjuaq, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-01-01,"Kuujjuaq, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-01-01,"La Grande Rivière, Quebec","2,000 kilograms and under",52,2022,Quebec
2022-01-01,"La Grande Rivière, Quebec","2,001 to 4,000 kilograms",4,2022,Quebec
2022-01-01,"La Grande Rivière, Quebec","4,001 to 5,670 kilograms",138,2022,Quebec
2022-01-01,"La Grande Rivière, Quebec","5,671 to 9,000 kilograms",10,2022,Quebec
2022-01-01,"La Grande Rivière, Quebec","9,001 to 18,000 kilograms",30,2022,Quebec
2022-01-01,"La Grande Rivière, Quebec","18,001 to 35,000 kilograms",282,2022,Quebec
2022-01-01,"La Grande Rivière, Quebec","35,001 to 70,000 kilograms",74,2022,Quebec
2022-01-01,"La Grande Rivière, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-01-01,"La Grande Rivière, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-01-01,"La Grande Rivière, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-01-01,"La Ronge, Saskatchewan","2,000 kilograms and under",86,2022,Saskatchewan
2022-01-01,"La Ronge, Saskatchewan","2,001 to 4,000 kilograms",7,2022,Saskatchewan
2022-01-01,"La Ronge, Saskatchewan","4,001 to 5,670 kilograms",560,2022,Saskatchewan
2022-01-01,"La Ronge, Saskatchewan","5,671 to 9,000 kilograms",62,2022,Saskatchewan
2022-01-01,"La Ronge, Saskatchewan","9,001 to 18,000 kilograms",74,2022,Saskatchewan
2022-01-01,"La Ronge, Saskatchewan","18,001 to 35,000 kilograms",94,2022,Saskatchewan
2022-01-01,"La Ronge, Saskatchewan","35,001 to 70,000 kilograms",NA,2022,Saskatchewan
2022-01-01,"La Ronge, Saskatchewan","70,001 to 90,000 kilograms",NA,2022,Saskatchewan
2022-01-01,"La Ronge, Saskatchewan","90,001 to 136,000 kilograms",NA,2022,Saskatchewan
2022-01-01,"La Ronge, Saskatchewan","136,001 kilograms and over",NA,2022,Saskatchewan
2022-01-01,"Langley, British Columbia","2,000 kilograms and under",822,2022,British Columbia
2022-01-01,"Langley, British Columbia","2,001 to 4,000 kilograms",28,2022,British Columbia
2022-01-01,"Langley, British Columbia","4,001 to 5,670 kilograms",4,2022,British Columbia
2022-01-01,"Langley, British Columbia","5,671 to 9,000 kilograms",NA,2022,British Columbia
2022-01-01,"Langley, British Columbia","9,001 to 18,000 kilograms",3,2022,British Columbia
2022-01-01,"Langley, British Columbia","18,001 to 35,000 kilograms",NA,2022,British Columbia
2022-01-01,"Langley, British Columbia","35,001 to 70,000 kilograms",NA,2022,British Columbia
2022-01-01,"Langley, British Columbia","70,001 to 90,000 kilograms",NA,2022,British Columbia
2022-01-01,"Langley, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-01-01,"Langley, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-01-01,"Lethbridge, Alberta","2,000 kilograms and under",416,2022,Alberta
2022-01-01,"Lethbridge, Alberta","2,001 to 4,000 kilograms",41,2022,Alberta
2022-01-01,"Lethbridge, Alberta","4,001 to 5,670 kilograms",54,2022,Alberta
2022-01-01,"Lethbridge, Alberta","5,671 to 9,000 kilograms",11,2022,Alberta
2022-01-01,"Lethbridge, Alberta","9,001 to 18,000 kilograms",74,2022,Alberta
2022-01-01,"Lethbridge, Alberta","18,001 to 35,000 kilograms",2,2022,Alberta
2022-01-01,"Lethbridge, Alberta","35,001 to 70,000 kilograms",NA,2022,Alberta
2022-01-01,"Lethbridge, Alberta","70,001 to 90,000 kilograms",NA,2022,Alberta
2022-01-01,"Lethbridge, Alberta","90,001 to 136,000 kilograms",NA,2022,Alberta
2022-01-01,"Lethbridge, Alberta","136,001 kilograms and over",NA,2022,Alberta
2022-01-01,"Lloydminster, Alberta","2,000 kilograms and under",171,2022,Alberta
2022-01-01,"Lloydminster, Alberta","2,001 to 4,000 kilograms",31,2022,Alberta
2022-01-01,"Lloydminster, Alberta","4,001 to 5,670 kilograms",48,2022,Alberta
2022-01-01,"Lloydminster, Alberta","5,671 to 9,000 kilograms",12,2022,Alberta
2022-01-01,"Lloydminster, Alberta","9,001 to 18,000 kilograms",19,2022,Alberta
2022-01-01,"Lloydminster, Alberta","18,001 to 35,000 kilograms",NA,2022,Alberta
2022-01-01,"Lloydminster, Alberta","35,001 to 70,000 kilograms",NA,2022,Alberta
2022-01-01,"Lloydminster, Alberta","70,001 to 90,000 kilograms",NA,2022,Alberta
2022-01-01,"Lloydminster, Alberta","90,001 to 136,000 kilograms",NA,2022,Alberta
2022-01-01,"Lloydminster, Alberta","136,001 kilograms and over",NA,2022,Alberta
2022-01-01,"London, Ontario","2,000 kilograms and under",1686,2022,Ontario
2022-01-01,"London, Ontario","2,001 to 4,000 kilograms",174,2022,Ontario
2022-01-01,"London, Ontario","4,001 to 5,670 kilograms",119,2022,Ontario
2022-01-01,"London, Ontario","5,671 to 9,000 kilograms",153,2022,Ontario
2022-01-01,"London, Ontario","9,001 to 18,000 kilograms",56,2022,Ontario
2022-01-01,"London, Ontario","18,001 to 35,000 kilograms",210,2022,Ontario
2022-01-01,"London, Ontario","35,001 to 70,000 kilograms",32,2022,Ontario
2022-01-01,"London, Ontario","70,001 to 90,000 kilograms",NA,2022,Ontario
2022-01-01,"London, Ontario","90,001 to 136,000 kilograms",2,2022,Ontario
2022-01-01,"London, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-01-01,"Medicine Hat, Alberta","2,000 kilograms and under",374,2022,Alberta
2022-01-01,"Medicine Hat, Alberta","2,001 to 4,000 kilograms",38,2022,Alberta
2022-01-01,"Medicine Hat, Alberta","4,001 to 5,670 kilograms",178,2022,Alberta
2022-01-01,"Medicine Hat, Alberta","5,671 to 9,000 kilograms",6,2022,Alberta
2022-01-01,"Medicine Hat, Alberta","9,001 to 18,000 kilograms",54,2022,Alberta
2022-01-01,"Medicine Hat, Alberta","18,001 to 35,000 kilograms",4,2022,Alberta
2022-01-01,"Medicine Hat, Alberta","35,001 to 70,000 kilograms",NA,2022,Alberta
2022-01-01,"Medicine Hat, Alberta","70,001 to 90,000 kilograms",NA,2022,Alberta
2022-01-01,"Medicine Hat, Alberta","90,001 to 136,000 kilograms",NA,2022,Alberta
2022-01-01,"Medicine Hat, Alberta","136,001 kilograms and over",NA,2022,Alberta
2022-01-01,"Moncton/Greater Moncton International, New Brunswick","2,000 kilograms and under",2098,2022,New Brunswick
2022-01-01,"Moncton/Greater Moncton International, New Brunswick","2,001 to 4,000 kilograms",4,2022,New Brunswick
2022-01-01,"Moncton/Greater Moncton International, New Brunswick","4,001 to 5,670 kilograms",127,2022,New Brunswick
2022-01-01,"Moncton/Greater Moncton International, New Brunswick","5,671 to 9,000 kilograms",57,2022,New Brunswick
2022-01-01,"Moncton/Greater Moncton International, New Brunswick","9,001 to 18,000 kilograms",72,2022,New Brunswick
2022-01-01,"Moncton/Greater Moncton International, New Brunswick","18,001 to 35,000 kilograms",279,2022,New Brunswick
2022-01-01,"Moncton/Greater Moncton International, New Brunswick","35,001 to 70,000 kilograms",112,2022,New Brunswick
2022-01-01,"Moncton/Greater Moncton International, New Brunswick","70,001 to 90,000 kilograms",4,2022,New Brunswick
2022-01-01,"Moncton/Greater Moncton International, New Brunswick","90,001 to 136,000 kilograms",98,2022,New Brunswick
2022-01-01,"Moncton/Greater Moncton International, New Brunswick","136,001 kilograms and over",85,2022,New Brunswick
2022-01-01,"Mont-Joli, Quebec","2,000 kilograms and under",2,2022,Quebec
2022-01-01,"Mont-Joli, Quebec","2,001 to 4,000 kilograms",NA,2022,Quebec
2022-01-01,"Mont-Joli, Quebec","4,001 to 5,670 kilograms",102,2022,Quebec
2022-01-01,"Mont-Joli, Quebec","5,671 to 9,000 kilograms",66,2022,Quebec
2022-01-01,"Mont-Joli, Quebec","9,001 to 18,000 kilograms",76,2022,Quebec
2022-01-01,"Mont-Joli, Quebec","18,001 to 35,000 kilograms",138,2022,Quebec
2022-01-01,"Mont-Joli, Quebec","35,001 to 70,000 kilograms",68,2022,Quebec
2022-01-01,"Mont-Joli, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-01-01,"Mont-Joli, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-01-01,"Mont-Joli, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-01-01,"Montréal/Mirabel International, Quebec","2,000 kilograms and under",626,2022,Quebec
2022-01-01,"Montréal/Mirabel International, Quebec","2,001 to 4,000 kilograms",152,2022,Quebec
2022-01-01,"Montréal/Mirabel International, Quebec","4,001 to 5,670 kilograms",58,2022,Quebec
2022-01-01,"Montréal/Mirabel International, Quebec","5,671 to 9,000 kilograms",120,2022,Quebec
2022-01-01,"Montréal/Mirabel International, Quebec","9,001 to 18,000 kilograms",62,2022,Quebec
2022-01-01,"Montréal/Mirabel International, Quebec","18,001 to 35,000 kilograms",28,2022,Quebec
2022-01-01,"Montréal/Mirabel International, Quebec","35,001 to 70,000 kilograms",180,2022,Quebec
2022-01-01,"Montréal/Mirabel International, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-01-01,"Montréal/Mirabel International, Quebec","90,001 to 136,000 kilograms",182,2022,Quebec
2022-01-01,"Montréal/Mirabel International, Quebec","136,001 kilograms and over",292,2022,Quebec
2022-01-01,"Montréal/Pierre Elliott Trudeau International, Quebec","2,000 kilograms and under",177,2022,Quebec
2022-01-01,"Montréal/Pierre Elliott Trudeau International, Quebec","2,001 to 4,000 kilograms",52,2022,Quebec
2022-01-01,"Montréal/Pierre Elliott Trudeau International, Quebec","4,001 to 5,670 kilograms",497,2022,Quebec
2022-01-01,"Montréal/Pierre Elliott Trudeau International, Quebec","5,671 to 9,000 kilograms",244,2022,Quebec
2022-01-01,"Montréal/Pierre Elliott Trudeau International, Quebec","9,001 to 18,000 kilograms",630,2022,Quebec
2022-01-01,"Montréal/Pierre Elliott Trudeau International, Quebec","18,001 to 35,000 kilograms",3050,2022,Quebec
2022-01-01,"Montréal/Pierre Elliott Trudeau International, Quebec","35,001 to 70,000 kilograms",3626,2022,Quebec
2022-01-01,"Montréal/Pierre Elliott Trudeau International, Quebec","70,001 to 90,000 kilograms",1368,2022,Quebec
2022-01-01,"Montréal/Pierre Elliott Trudeau International, Quebec","90,001 to 136,000 kilograms",2,2022,Quebec
2022-01-01,"Montréal/Pierre Elliott Trudeau International, Quebec","136,001 kilograms and over",1410,2022,Quebec
2022-01-01,"Montréal/St-Hubert, Quebec","2,000 kilograms and under",873,2022,Quebec
2022-01-01,"Montréal/St-Hubert, Quebec","2,001 to 4,000 kilograms",172,2022,Quebec
2022-01-01,"Montréal/St-Hubert, Quebec","4,001 to 5,670 kilograms",694,2022,Quebec
2022-01-01,"Montréal/St-Hubert, Quebec","5,671 to 9,000 kilograms",121,2022,Quebec
2022-01-01,"Montréal/St-Hubert, Quebec","9,001 to 18,000 kilograms",132,2022,Quebec
2022-01-01,"Montréal/St-Hubert, Quebec","18,001 to 35,000 kilograms",24,2022,Quebec
2022-01-01,"Montréal/St-Hubert, Quebec","35,001 to 70,000 kilograms",72,2022,Quebec
2022-01-01,"Montréal/St-Hubert, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-01-01,"Montréal/St-Hubert, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-01-01,"Montréal/St-Hubert, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-01-01,"Nanaimo, British Columbia","2,000 kilograms and under",261,2022,British Columbia
2022-01-01,"Nanaimo, British Columbia","2,001 to 4,000 kilograms",201,2022,British Columbia
2022-01-01,"Nanaimo, British Columbia","4,001 to 5,670 kilograms",102,2022,British Columbia
2022-01-01,"Nanaimo, British Columbia","5,671 to 9,000 kilograms",194,2022,British Columbia
2022-01-01,"Nanaimo, British Columbia","9,001 to 18,000 kilograms",104,2022,British Columbia
2022-01-01,"Nanaimo, British Columbia","18,001 to 35,000 kilograms",293,2022,British Columbia
2022-01-01,"Nanaimo, British Columbia","35,001 to 70,000 kilograms",32,2022,British Columbia
2022-01-01,"Nanaimo, British Columbia","70,001 to 90,000 kilograms",NA,2022,British Columbia
2022-01-01,"Nanaimo, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-01-01,"Nanaimo, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-01-01,"Norman Wells, Northwest Territories","2,000 kilograms and under",60,2022,Northwest Territories
2022-01-01,"Norman Wells, Northwest Territories","2,001 to 4,000 kilograms",22,2022,Northwest Territories
2022-01-01,"Norman Wells, Northwest Territories","4,001 to 5,670 kilograms",42,2022,Northwest Territories
2022-01-01,"Norman Wells, Northwest Territories","5,671 to 9,000 kilograms",102,2022,Northwest Territories
2022-01-01,"Norman Wells, Northwest Territories","9,001 to 18,000 kilograms",NA,2022,Northwest Territories
2022-01-01,"Norman Wells, Northwest Territories","18,001 to 35,000 kilograms",38,2022,Northwest Territories
2022-01-01,"Norman Wells, Northwest Territories","35,001 to 70,000 kilograms",98,2022,Northwest Territories
2022-01-01,"Norman Wells, Northwest Territories","70,001 to 90,000 kilograms",NA,2022,Northwest Territories
2022-01-01,"Norman Wells, Northwest Territories","90,001 to 136,000 kilograms",NA,2022,Northwest Territories
2022-01-01,"Norman Wells, Northwest Territories","136,001 kilograms and over",NA,2022,Northwest Territories
2022-01-01,"North Bay, Ontario","2,000 kilograms and under",329,2022,Ontario
2022-01-01,"North Bay, Ontario","2,001 to 4,000 kilograms",75,2022,Ontario
2022-01-01,"North Bay, Ontario","4,001 to 5,670 kilograms",142,2022,Ontario
2022-01-01,"North Bay, Ontario","5,671 to 9,000 kilograms",47,2022,Ontario
2022-01-01,"North Bay, Ontario","9,001 to 18,000 kilograms",5,2022,Ontario
2022-01-01,"North Bay, Ontario","18,001 to 35,000 kilograms",86,2022,Ontario
2022-01-01,"North Bay, Ontario","35,001 to 70,000 kilograms",NA,2022,Ontario
2022-01-01,"North Bay, Ontario","70,001 to 90,000 kilograms",NA,2022,Ontario
2022-01-01,"North Bay, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-01-01,"North Bay, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-01-01,"Oshawa, Ontario","2,000 kilograms and under",3054,2022,Ontario
2022-01-01,"Oshawa, Ontario","2,001 to 4,000 kilograms",114,2022,Ontario
2022-01-01,"Oshawa, Ontario","4,001 to 5,670 kilograms",30,2022,Ontario
2022-01-01,"Oshawa, Ontario","5,671 to 9,000 kilograms",55,2022,Ontario
2022-01-01,"Oshawa, Ontario","9,001 to 18,000 kilograms",17,2022,Ontario
2022-01-01,"Oshawa, Ontario","18,001 to 35,000 kilograms",NA,2022,Ontario
2022-01-01,"Oshawa, Ontario","35,001 to 70,000 kilograms",NA,2022,Ontario
2022-01-01,"Oshawa, Ontario","70,001 to 90,000 kilograms",NA,2022,Ontario
2022-01-01,"Oshawa, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-01-01,"Oshawa, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-01-01,"Ottawa/Gatineau, Quebec","2,000 kilograms and under",484,2022,Quebec
2022-01-01,"Ottawa/Gatineau, Quebec","2,001 to 4,000 kilograms",31,2022,Quebec
2022-01-01,"Ottawa/Gatineau, Quebec","4,001 to 5,670 kilograms",19,2022,Quebec
2022-01-01,"Ottawa/Gatineau, Quebec","5,671 to 9,000 kilograms",NA,2022,Quebec
2022-01-01,"Ottawa/Gatineau, Quebec","9,001 to 18,000 kilograms",4,2022,Quebec
2022-01-01,"Ottawa/Gatineau, Quebec","18,001 to 35,000 kilograms",2,2022,Quebec
2022-01-01,"Ottawa/Gatineau, Quebec","35,001 to 70,000 kilograms",NA,2022,Quebec
2022-01-01,"Ottawa/Gatineau, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-01-01,"Ottawa/Gatineau, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-01-01,"Ottawa/Gatineau, Quebec","136,001 kilograms and over",NA,2022,Quebec
